timestamp,start,end,distance,intersection,traffic,obstacle,time,score,is_chosen,Speed,Road_type,One_way
2025-12-12 08:46:44,12766482284,12060700622,2.6,10,Clear,0,Morning_Peak,0.23,YES,40.0,Small_Alley,No
2025-12-12 08:46:36,7105028688,7105028687,27.1,8,Clear,0,Morning_Peak,2.44,YES,40.0,Small_Alley,No
2025-12-12 09:01:00,12254892792,5596342424,2.8,6,Clear,0,Morning_Peak,0.51,YES,40.0,Small_Alley,No
2025-12-12 07:22:08,9058221265,9058221313,186.0,6,Clear,0,Morning_Peak,16.74,YES,40.0,Small_Alley,No
2025-12-12 08:27:35,12059550883,12059550889,10.3,6,Clear,0,Morning_Peak,0.92,YES,40.0,Small_Alley,No
2025-12-12 08:34:31,9019579786,253046878,78.0,8,Clear,0,Morning_Peak,7.02,YES,40.0,Small_Alley,No
2025-12-12 09:30:57,12760084497,12766482284,6.6,6,Clear,0,Morning_Peak,0.6,YES,40.0,Small_Alley,No
2025-12-12 08:14:23,5596342430,5596342428,5.9,8,Clear,0,Morning_Peak,0.53,YES,40.0,Small_Alley,No
2025-12-12 09:24:19,12059550889,5615070770,34.5,4,Clear,0,Morning_Peak,2.48,YES,40.0,Local_Street,Yes
2025-12-12 08:49:41,9057778630,253045639,3.8,6,Clear,0,Morning_Peak,0.27,YES,40.0,Local_Street,Yes
2025-12-12 08:20:50,347434495,347436534,76.3,4,Clear,0,Morning_Peak,5.5,YES,40.0,Local_Street,Yes
2025-12-12 07:48:38,6343221469,12760084497,44.4,8,Clear,0,Morning_Peak,3.99,YES,40.0,Small_Alley,Yes
2025-12-12 09:45:15,12256502057,12258137647,20.1,6,Clear,0,Morning_Peak,3.63,YES,40.0,Small_Alley,No
2025-12-12 07:14:12,5614652651,347434515,30.9,4,Clear,0,Morning_Peak,2.23,YES,40.0,Local_Street,Yes
2025-12-12 09:33:05,5615070770,5614652657,89.9,4,Clear,0,Morning_Peak,6.47,YES,40.0,Local_Street,Yes
2025-12-12 09:32:33,12058983733,12058983723,20.0,6,Clear,0,Morning_Peak,1.8,YES,40.0,Small_Alley,No
2025-12-12 09:16:28,5614652657,9988648485,2.7,4,Clear,0,Morning_Peak,0.2,YES,40.0,Local_Street,Yes
2025-12-12 07:32:06,2722799002,1948663829,17.6,3,Clear,0,Morning_Peak,1.58,YES,40.0,Small_Alley,Yes
2025-12-12 09:30:53,10747670082,12060290955,23.5,4,Clear,0,Morning_Peak,2.12,YES,40.0,Small_Alley,No
2025-12-12 07:51:06,11849897067,12760112002,4.7,6,Clear,0,Morning_Peak,0.42,YES,40.0,Small_Alley,No
2025-12-12 07:47:56,347434515,347434495,71.6,4,Clear,0,Morning_Peak,5.15,YES,40.0,Local_Street,Yes
2025-12-12 07:17:33,9058221312,9058221311,43.9,6,Clear,0,Morning_Peak,3.95,YES,40.0,Small_Alley,No
2025-12-12 08:59:51,9019584341,12153579445,60.4,6,Clear,0,Morning_Peak,5.44,YES,40.0,Small_Alley,No
2025-12-12 09:56:34,12060290959,6046519903,6.0,4,Clear,0,Morning_Peak,0.54,YES,40.0,Small_Alley,Yes
2025-12-12 08:44:04,9002836558,5759652794,6.8,6,Clear,0,Morning_Peak,0.61,YES,40.0,Small_Alley,No
2025-12-12 07:25:35,12153579445,7105028688,44.6,8,Clear,0,Morning_Peak,4.02,YES,40.0,Small_Alley,No
2025-12-12 07:58:14,9057777402,9019584360,8.7,6,Clear,0,Morning_Peak,0.78,YES,40.0,Small_Alley,No
2025-12-12 08:23:09,7105028687,12256502054,21.7,8,Congested,1,Morning_Peak,9999999.0,YES,40.0,Small_Alley,No
2025-12-12 07:41:43,347436548,9063411348,37.5,4,Clear,0,Morning_Peak,2.7,YES,40.0,Local_Street,Yes
2025-12-12 07:52:03,9058221313,253045641,4.0,8,Clear,0,Morning_Peak,0.36,YES,40.0,Small_Alley,No
2025-12-12 08:25:11,9058221308,9058221261,118.8,6,Clear,0,Morning_Peak,10.69,YES,40.0,Small_Alley,No
2025-12-12 09:04:32,253045639,9058221312,4.0,4,Clear,0,Morning_Peak,0.29,YES,40.0,Local_Street,Yes
2025-12-12 08:00:41,9063411348,5644986311,111.6,6,Congested,1,Morning_Peak,9999999.0,YES,40.0,Small_Alley,No
2025-12-12 07:19:05,9019579785,9057777402,5.1,6,Clear,0,Morning_Peak,0.46,YES,40.0,Small_Alley,No
2025-12-12 07:18:17,347436534,347436537,106.6,3,Clear,0,Morning_Peak,7.68,YES,40.0,Local_Street,Yes
2025-12-12 09:58:42,5596342424,2722799002,10.5,6,Congested,1,Morning_Peak,9999999.0,YES,40.0,Small_Alley,Yes
2025-12-12 07:21:32,9019579804,9019579808,2.8,8,Clear,0,Morning_Peak,0.26,YES,40.0,Small_Alley,No
2025-12-12 09:29:12,6046519903,12060316586,50.9,4,Clear,0,Morning_Peak,4.58,YES,40.0,Small_Alley,Yes
2025-12-12 07:40:26,9058221309,9058221308,42.4,8,Clear,0,Morning_Peak,3.81,YES,40.0,Small_Alley,No
2025-12-12 08:43:25,9030228369,9019579804,28.5,6,Clear,0,Morning_Peak,2.56,YES,40.0,Small_Alley,No
2025-12-12 07:02:23,1742785716,6343221469,47.6,9,Clear,0,Morning_Peak,4.28,YES,40.0,Small_Alley,Yes
