timestamp,start,end,distance,intersection,traffic,obstacle,time,score,is_chosen,Speed,Road_type,One_way
2025-12-13 09:06:46,7326774649,7326774650,13.0,8,Clear,0,Morning_Peak,2.62,YES,17.8,Small_Alley,No
2025-12-13 08:26:55,9019584351,9019584359,15.0,6,Clear,0,Morning_Peak,1.89,YES,28.5,Small_Alley,No
2025-12-13 07:08:37,7830301810,9033666004,14.1,4,Clear,0,Morning_Peak,1.19,YES,42.7,Local_Street,Yes
2025-12-13 09:15:30,7830319582,6039812912,29.7,6,Clear,0,Morning_Peak,3.14,YES,34.1,Small_Alley,No
2025-12-13 07:37:31,9033666013,9025860986,44.5,6,Clear,0,Morning_Peak,5.51,YES,29.1,Small_Alley,No
2025-12-13 07:31:01,3141343865,1948787534,12.0,8,Congested,1,Morning_Peak,2.88,YES,15.0,Small_Alley,No
2025-12-13 08:26:56,9025860970,9128525201,46.5,12,Clear,0,Morning_Peak,4.3,YES,39.0,Small_Alley,No
2025-12-13 08:58:20,9128468165,7795384480,53.8,6,Clear,0,Morning_Peak,5.3,YES,36.5,Small_Alley,No
2025-12-13 08:05:05,9033683943,9033683951,92.8,8,Clear,0,Morning_Peak,8.38,YES,39.9,Small_Alley,No
2025-12-13 08:23:29,7351761601,9116081434,17.0,4,Clear,0,Morning_Peak,1.34,YES,45.6,Local_Street,Yes
2025-12-13 07:08:53,347436489,11898043581,44.8,4,Clear,0,Morning_Peak,3.4,YES,47.4,Local_Street,Yes
2025-12-13 07:45:57,6039301097,7351761601,71.7,6,Clear,0,Morning_Peak,6.2,YES,41.7,Local_Street,No
2025-12-13 08:07:30,9078416466,9019584347,63.9,6,Clear,0,Morning_Peak,7.44,YES,30.9,Small_Alley,No
2025-12-13 08:46:37,7326774650,6039812917,59.4,4,Clear,0,Morning_Peak,7.82,YES,27.3,Secondary_Road,Yes
2025-12-13 09:56:29,12258130722,9019584342,5.9,8,Clear,0,Morning_Peak,0.75,YES,28.5,Small_Alley,No
2025-12-13 08:43:10,6343231412,9025860985,3.4,8,Clear,0,Morning_Peak,0.38,YES,32.0,Small_Alley,No
2025-12-13 07:49:18,2618295994,7830301810,67.7,4,Clear,0,Morning_Peak,5.92,YES,41.1,Local_Street,Yes
2025-12-13 07:35:56,6039812917,9128488363,3.1,3,Clear,0,Morning_Peak,0.65,YES,17.1,Small_Alley,Yes
2025-12-13 08:55:07,7833909645,8313903984,18.2,12,Clear,0,Morning_Peak,1.65,YES,39.8,Small_Alley,No
2025-12-13 08:06:12,9019584348,7833909645,2.6,8,Clear,0,Morning_Peak,0.52,YES,18.2,Small_Alley,No
2025-12-13 09:21:10,9115985061,7826334162,26.8,6,Clear,0,Morning_Peak,2.0,YES,48.3,Local_Street,No
2025-12-13 08:49:50,1724864562,9128468165,4.1,8,Clear,0,Morning_Peak,0.37,YES,39.9,Small_Alley,No
2025-12-13 07:13:30,9037348115,9037348114,57.0,6,Clear,0,Morning_Peak,7.26,YES,28.3,Small_Alley,No
2025-12-13 07:15:41,6039124369,6039124368,45.9,4,Clear,0,Morning_Peak,8.47,YES,19.5,Small_Alley,No
2025-12-13 09:27:55,9055212303,6992948193,44.2,6,Clear,0,Morning_Peak,5.51,YES,28.9,Small_Alley,No
2025-12-13 09:40:30,9025860985,9128525175,0.8,8,Clear,0,Morning_Peak,0.14,YES,19.6,Small_Alley,No
2025-12-13 08:42:10,9019584359,9019584369,56.2,6,Clear,0,Morning_Peak,7.08,YES,28.6,Small_Alley,No
2025-12-13 07:34:37,9019584341,12258130722,5.7,6,Clear,0,Morning_Peak,0.66,YES,31.0,Small_Alley,No
2025-12-13 07:10:26,9128488332,7326774649,22.9,8,Clear,0,Morning_Peak,3.08,YES,26.7,Small_Alley,No
2025-12-13 07:27:56,9078412005,9019584351,19.8,6,Clear,0,Morning_Peak,2.28,YES,31.2,Small_Alley,No
2025-12-13 08:21:28,9037348116,9037348115,35.6,8,Clear,0,Morning_Peak,4.72,YES,27.2,Small_Alley,No
2025-12-13 07:16:20,9115985108,9116081438,29.2,6,Congested,1,Morning_Peak,12.13,YES,8.7,Small_Alley,No
2025-12-13 09:59:07,9019579794,9019584341,7.7,6,Clear,0,Morning_Peak,0.97,YES,28.6,Small_Alley,No
2025-12-13 08:41:06,9116081435,9116081436,13.4,8,Clear,0,Morning_Peak,1.49,YES,32.3,Small_Alley,No
2025-12-13 09:41:35,9128488363,7830319582,3.7,6,Clear,0,Morning_Peak,0.71,YES,18.5,Small_Alley,Yes
2025-12-13 09:53:32,7826334162,6039301070,6.2,6,Clear,0,Morning_Peak,0.45,YES,49.6,Local_Street,No
2025-12-13 08:04:50,347436492,347436489,42.8,7,Clear,0,Morning_Peak,3.57,YES,43.1,Local_Street,Yes
2025-12-13 08:51:45,9019584327,6041592501,22.0,8,Clear,0,Morning_Peak,1.91,YES,41.6,Local_Street,No
2025-12-13 08:40:36,9025860971,9025860972,5.7,8,Clear,0,Morning_Peak,0.6,YES,34.0,Small_Alley,No
2025-12-13 09:15:59,9116081436,9116081437,35.7,8,Congested,1,Morning_Peak,8.99,YES,14.3,Small_Alley,No
2025-12-13 09:34:18,9115985068,6039124367,65.6,6,Clear,0,Morning_Peak,5.8,YES,40.7,Local_Street,No
2025-12-13 07:56:18,9037348113,9025746340,25.4,8,Clear,0,Morning_Peak,3.16,YES,29.0,Small_Alley,No
2025-12-13 08:05:29,9019579795,9055212303,18.4,6,Clear,0,Morning_Peak,2.46,YES,26.8,Small_Alley,No
2025-12-13 09:28:27,5004364887,5503248913,45.5,4,Clear,0,Morning_Peak,3.69,YES,44.3,Local_Street,Yes
2025-12-13 07:12:35,6039301107,6039301112,37.0,6,Clear,0,Morning_Peak,8.31,YES,16.0,Small_Alley,No
2025-12-13 08:18:44,9128525175,9033683943,0.9,8,Congested,1,Morning_Peak,0.42,YES,8.1,Small_Alley,No
2025-12-13 09:17:40,9116081434,9116081433,9.4,6,Clear,0,Morning_Peak,1.15,YES,29.3,Small_Alley,No
2025-12-13 08:04:53,2039448359,9025860971,1.7,8,Clear,0,Morning_Peak,0.19,YES,32.1,Small_Alley,No
2025-12-13 09:05:25,11898043581,9037421345,160.9,4,Clear,0,Morning_Peak,12.43,YES,46.6,Local_Street,Yes
2025-12-13 09:39:03,9116081438,9116081439,35.9,8,Clear,0,Morning_Peak,4.15,YES,31.1,Small_Alley,No
2025-12-13 09:43:42,1948787534,9078416466,18.9,6,Clear,0,Morning_Peak,2.07,YES,33.0,Small_Alley,No
2025-12-13 09:49:19,9019584347,9019584348,46.7,8,Clear,0,Morning_Peak,6.3,YES,26.7,Small_Alley,No
2025-12-13 09:55:06,9128468166,3078142078,4.1,6,Clear,0,Morning_Peak,0.39,YES,38.6,Small_Alley,No
2025-12-13 09:32:13,9116081537,6039301097,1.9,6,Clear,0,Morning_Peak,0.16,YES,40.6,Local_Street,No
2025-12-13 09:58:19,9116081437,9115985108,6.3,6,Congested,1,Morning_Peak,4.35,YES,5.2,Small_Alley,No
2025-12-13 08:25:34,9019584342,9019584327,59.9,6,Clear,0,Morning_Peak,6.5,YES,33.1,Small_Alley,No
2025-12-13 08:43:53,9033683951,9128488332,1.2,6,Clear,0,Morning_Peak,0.25,YES,17.1,Small_Alley,No
2025-12-13 09:33:42,6039124367,9116081537,202.9,6,Clear,0,Morning_Peak,15.92,YES,45.9,Local_Street,No
2025-12-13 09:12:18,9019579791,12254115940,3.2,6,Clear,0,Morning_Peak,0.38,YES,30.8,Small_Alley,No
2025-12-13 08:50:41,9033666015,9033666013,25.1,6,Clear,0,Morning_Peak,3.2,YES,28.2,Small_Alley,No
2025-12-13 09:43:41,9128525201,6343231412,0.3,8,Clear,0,Morning_Peak,0.04,YES,32.5,Small_Alley,No
2025-12-13 08:59:34,9019584349,9019584350,40.0,8,Clear,0,Morning_Peak,4.87,YES,29.6,Small_Alley,No
2025-12-13 07:54:40,9019584369,9019579791,68.7,8,Clear,0,Morning_Peak,7.83,YES,31.6,Small_Alley,No
2025-12-13 09:54:40,9037421345,5004364887,2.9,4,Congested,1,Morning_Peak,1.02,YES,10.3,Local_Street,Yes
2025-12-13 09:50:38,9033666004,9033666015,4.6,6,Clear,0,Morning_Peak,0.5,YES,32.9,Small_Alley,No
2025-12-13 07:11:15,6039812912,9128468166,15.8,6,Clear,0,Morning_Peak,2.94,YES,19.4,Small_Alley,Yes
2025-12-13 08:00:12,7795384480,9128488218,2.7,6,Congested,1,Morning_Peak,0.91,YES,10.9,Small_Alley,No
2025-12-13 09:26:24,9025860986,2039448360,3.1,8,Clear,0,Morning_Peak,0.31,YES,36.0,Small_Alley,No
2025-12-13 08:38:37,6039301070,9115985068,4.5,5,Congested,1,Morning_Peak,1.09,YES,15.0,Local_Street,No
2025-12-13 07:17:57,5503248913,347436461,62.1,4,Clear,0,Morning_Peak,5.11,YES,43.7,Local_Street,Yes
2025-12-13 08:29:09,9116081439,9037348116,25.4,8,Clear,0,Morning_Peak,2.98,YES,30.7,Small_Alley,No
2025-12-13 07:51:59,12254115940,9019579795,17.5,6,Clear,0,Morning_Peak,2.1,YES,30.0,Small_Alley,No
2025-12-13 09:27:43,9116081433,9855905337,9.7,6,Congested,1,Morning_Peak,6.77,YES,5.2,Small_Alley,No
2025-12-13 07:06:41,9025746340,3141343865,43.9,6,Clear,0,Morning_Peak,5.07,YES,31.2,Small_Alley,No
2025-12-13 07:28:15,6992948193,7830833492,2.5,6,Clear,0,Morning_Peak,0.31,YES,29.5,Small_Alley,No
2025-12-13 07:04:54,7830833492,9019579794,3.0,6,Clear,0,Morning_Peak,0.37,YES,29.4,Small_Alley,No
2025-12-13 09:20:24,6041592501,347436492,50.8,6,Congested,1,Morning_Peak,12.58,YES,14.5,Local_Street,No
2025-12-13 09:18:30,3078142078,1724864562,12.6,8,Clear,0,Morning_Peak,1.15,YES,39.5,Small_Alley,No
2025-12-13 09:06:27,8313903984,7833909640,45.5,8,Clear,0,Morning_Peak,4.1,YES,40.0,Small_Alley,No
2025-12-13 09:35:00,9025860972,9025860970,25.6,8,Clear,0,Morning_Peak,2.77,YES,33.3,Small_Alley,No
2025-12-13 08:30:58,9037348114,9037348113,59.1,6,Clear,0,Morning_Peak,7.04,YES,30.2,Small_Alley,No
2025-12-13 09:29:12,7833909640,9019584349,3.8,8,Clear,0,Morning_Peak,0.76,YES,17.7,Small_Alley,No
2025-12-13 09:17:11,6039301112,6039124369,13.3,4,Congested,1,Morning_Peak,5.54,YES,8.7,Local_Street,Yes
2025-12-13 08:57:26,9065239242,2618295994,63.1,4,Congested,1,Morning_Peak,16.45,YES,13.8,Local_Street,Yes
2025-12-13 09:47:40,9855905337,9116081435,35.5,6,Clear,0,Morning_Peak,4.18,YES,30.6,Small_Alley,No
