Time_Period,Road_Type,Max_Speed,Lanes,Road_Length,Angle_Deviation,One_Way,Is_Obstacle,Should_Take
Morning_Peak,footway,40.0,1,1.660328452001946,19.12,0,0,YES
Morning_Peak,footway,40.0,1,14.976485910849469,69.04,0,0,YES
Morning_Peak,unclassified,40.0,1,11.743825478404053,44.27,0,0,YES
Morning_Peak,secondary,40.0,2,13.117869649733475,66.23,0,0,YES
Morning_Peak,footway,40.0,1,11.954728950129288,91.38,0,0,YES
Morning_Peak,residential,40.0,1,80.90294361372833,89.83,1,1,YES
Morning_Peak,residential,40.0,1,44.75917522882226,2.87,1,0,YES
Morning_Peak,residential,40.0,1,26.81471820324622,111.22,1,0,YES
Morning_Peak,footway,40.0,1,63.87121077382767,43.3,0,0,YES
Morning_Peak,residential,40.0,1,52.83825693774742,4.33,1,0,YES
Morning_Peak,residential,40.0,1,6.314908897111279,20.5,1,0,YES
Morning_Peak,residential,40.0,1,10.558288076121235,118.03,1,0,YES
Morning_Peak,unclassified,40.0,1,15.399697686646292,5.03,0,0,YES
Morning_Peak,residential,40.0,1,23.541295249701225,17.82,1,0,YES
Morning_Peak,residential,40.0,1,114.78553337274083,31.79,1,0,YES
Morning_Peak,tertiary,40.0,2,3.287858474440396,35.09,1,0,YES
Morning_Peak,footway,40.0,1,57.02397085561424,40.94,0,0,YES
Morning_Peak,residential,40.0,1,38.84867211581783,20.9,1,0,YES
Morning_Peak,footway,40.0,1,44.21014228441625,72.68,0,0,YES
Morning_Peak,footway,40.0,1,56.23415562552489,60.84,0,0,YES
Morning_Peak,footway,40.0,1,55.44866308770379,28.47,0,0,YES
Morning_Peak,footway,40.0,1,19.803083841536342,61.13,0,0,YES
Morning_Peak,unclassified,40.0,1,18.759493728702427,135.98,0,0,YES
Morning_Peak,footway,40.0,1,35.649814354025985,35.89,0,0,YES
Morning_Peak,service,40.0,1,35.35400782333377,29.52,0,0,YES
Morning_Peak,residential,40.0,1,79.30231495339746,65.39,1,0,YES
Morning_Peak,footway,40.0,1,7.727724984932813,47.51,0,0,YES
Morning_Peak,residential,40.0,1,42.834998854973904,12.42,1,0,YES
Morning_Peak,residential,40.0,1,22.04441345952831,15.16,0,0,YES
Morning_Peak,unclassified,40.0,1,27.345538947619694,29.08,0,0,YES
Morning_Peak,service,40.0,1,35.96270636203532,34.92,0,0,YES
Morning_Peak,footway,40.0,1,25.400872121307014,44.94,0,1,YES
Morning_Peak,footway,40.0,1,18.353122464345446,67.76,0,0,YES
Morning_Peak,residential,40.0,1,45.48245416711511,0.87,1,0,YES
Morning_Peak,residential,40.0,1,9.471764953692318,5.12,1,0,YES
Morning_Peak,residential,40.0,1,23.02616108004537,21.94,1,0,YES
Morning_Peak,unclassified,40.0,1,5.339799369931088,106.82,0,0,YES
Morning_Peak,unclassified,40.0,1,118.48501927177291,58.96,0,0,YES
Morning_Peak,unclassified,40.0,1,6.167048818612562,65.95,0,0,YES
Morning_Peak,residential,40.0,1,77.20325903465591,87.45,1,0,YES
Morning_Peak,residential,40.0,1,160.93731496803892,3.87,1,0,YES
Morning_Peak,unclassified,40.0,1,5.454500705699514,88.79,0,0,YES
Morning_Peak,unclassified,40.0,1,19.372265681884254,35.3,0,0,YES
Morning_Peak,unclassified,40.0,1,4.384149031442375,62.83,0,0,YES
Morning_Peak,unclassified,40.0,1,15.461492754620354,0.0,0,0,YES
Morning_Peak,footway,40.0,1,18.94143971269633,31.17,0,0,YES
Morning_Peak,footway,40.0,1,46.71378144588266,51.58,0,0,YES
Morning_Peak,residential,40.0,1,44.937106009920115,2.94,1,0,YES
Morning_Peak,residential,40.0,1,81.09689307189885,32.31,1,0,YES
Morning_Peak,unclassified,40.0,1,9.0452073271285,144.83,0,0,YES
Morning_Peak,residential,40.0,1,30.487104641776178,58.14,1,0,YES
Morning_Peak,residential,40.0,1,18.36240624521263,18.95,1,0,YES
Morning_Peak,corridor,40.0,1,24.069346096667076,22.12,0,0,YES
Morning_Peak,residential,40.0,1,73.82748767849037,25.23,1,0,YES
Morning_Peak,footway,40.0,1,3.229589815017396,64.98,0,0,YES
Morning_Peak,residential,40.0,1,8.018804073698899,15.6,0,0,YES
Morning_Peak,residential,40.0,1,37.14912741212395,47.85,1,0,YES
Morning_Peak,footway,40.0,1,39.96995757153243,57.67,0,0,YES
Morning_Peak,service,40.0,1,5.810253550505178,14.44,0,0,YES
Morning_Peak,unclassified,40.0,1,8.453777263370236,76.38,0,0,YES
Morning_Peak,unclassified,40.0,1,5.954400756614734,24.56,0,0,YES
Morning_Peak,unclassified,40.0,1,4.3888612262414615,81.46,0,0,YES
Morning_Peak,footway,40.0,1,68.72730061072234,65.12,0,0,YES
Morning_Peak,residential,40.0,1,2.910326150470661,2.7,1,0,YES
Morning_Peak,service,40.0,1,2.984354270869019,48.92,0,0,YES
Morning_Peak,residential,40.0,1,62.08270548942411,0.95,1,0,YES
Morning_Peak,unclassified,40.0,1,15.260895378641173,49.05,0,0,YES
Morning_Peak,footway,40.0,1,25.44754703547598,37.08,0,0,YES
Morning_Peak,footway,40.0,1,17.52446862460283,65.21,0,0,YES
Morning_Peak,footway,40.0,1,43.91229197293882,24.67,0,0,YES
Morning_Peak,footway,40.0,1,60.394168030138594,72.53,0,0,YES
Morning_Peak,footway,40.0,1,2.511142610998503,67.43,0,0,YES
Morning_Peak,footway,40.0,1,3.0462995717163412,73.17,0,0,YES
Morning_Peak,footway,40.0,1,64.01254216286966,55.01,0,0,YES
Morning_Peak,residential,40.0,2,50.82271807108498,16.31,0,0,YES
Morning_Peak,residential,40.0,1,18.237315227699725,15.87,1,0,YES
Morning_Peak,footway,40.0,1,59.07264920887962,42.31,0,0,YES
Morning_Peak,footway,40.0,1,40.02543099932093,59.36,0,0,YES
Morning_Peak,secondary,40.0,3,73.77468718257062,40.29,0,0,NO
Morning_Peak,unclassified,40.0,1,19.376579048325514,102.78,0,1,NO
Morning_Peak,residential,40.0,1,2.910326150470661,119.72,1,0,YES
Morning_Peak,footway,40.0,1,4.5602924838839005,29.29,0,0,YES
Morning_Peak,cycleway,40.0,1,62.435491759468576,6.09,0,0,YES
Morning_Peak,footway,40.0,1,196.0097409162199,80.35,0,0,YES
Morning_Peak,residential,40.0,1,14.11819450490901,63.4,1,0,YES
Morning_Peak,unclassified,40.0,1,15.471282264424872,20.14,0,0,YES
Morning_Peak,residential,40.0,1,27.170027095093147,132.45,0,0,YES
Morning_Peak,unclassified,40.0,1,67.73186959897335,25.97,0,0,YES
Morning_Peak,footway,40.0,1,44.479905929864046,38.7,0,0,YES
Morning_Peak,footway,40.0,1,78.02974892345503,6.27,0,0,YES
Morning_Peak,residential,40.0,1,70.61972846279691,129.11,0,0,YES
Morning_Peak,footway,40.0,1,54.78529936086799,47.6,0,0,YES
Morning_Peak,footway,40.0,1,41.32492521392456,44.23,0,0,YES
Morning_Peak,residential,40.0,1,62.08270548942411,128.74,1,0,YES
Morning_Peak,footway,40.0,1,51.13284537708533,33.48,0,0,YES
Morning_Peak,service,40.0,1,3.3642129403987555,111.59,0,0,YES
Morning_Peak,footway,40.0,1,43.87123592149178,69.38,0,0,YES
Morning_Peak,cycleway,40.0,1,16.462715046630727,29.77,0,1,YES
Morning_Peak,secondary,40.0,2,5.738423608771895,29.26,1,0,YES
Morning_Peak,service,40.0,1,8.291823572725182,0.0,0,0,YES
Morning_Peak,residential,40.0,1,44.75917522882226,89.18,1,0,YES
Morning_Peak,footway,40.0,1,35.89023192301061,24.94,0,0,YES
Morning_Peak,residential,40.0,1,3.4387322719713826,9.6,1,0,YES
Morning_Peak,footway,40.0,1,24.243171203408536,93.63,0,0,YES
Morning_Peak,footway,40.0,1,8.721564220023266,5.96,0,0,YES
Morning_Peak,residential,40.0,1,42.834998854973904,98.53,1,0,YES
Morning_Peak,residential,40.0,1,22.31583662004723,122.89,0,0,YES
Morning_Peak,service,40.0,1,30.682375305493935,0.29,0,1,YES
Morning_Peak,residential,40.0,1,22.04441345952831,90.91,0,0,YES
Morning_Peak,residential,40.0,1,6.788887969981511,124.52,0,0,YES
Morning_Peak,footway,40.0,1,68.02360500458853,44.59,0,0,YES
Morning_Peak,footway,40.0,1,2.8365048878304244,51.79,0,0,YES
Morning_Peak,footway,40.0,1,59.86313009950742,1.94,0,0,YES
Morning_Peak,residential,40.0,2,50.82271807108498,95.28,0,0,YES
Morning_Peak,residential,40.0,1,67.68970424138193,55.25,1,0,YES
Morning_Peak,footway,40.0,1,28.47372964817063,14.75,0,0,YES
Morning_Peak,residential,40.0,1,32.112262630279346,120.01,0,0,YES
Morning_Peak,footway,40.0,1,33.790654835878044,46.16,0,0,YES
